uid,vad_threshold,vtc_threshold,iou,precision,recall,vtc_dur,vad_dur,tp
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.3,0.5,0.2924,0.7881,0.3173,5811.44,14434.224,4580.178
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.3,0.5,0.5365,0.7021,0.6946,27081.365,27375.84,19014.416
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.3,0.5,0.3855,0.6099,0.5117,14206.025,16934.368,8664.817
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.3,0.5,0.5134,0.798,0.5901,17732.93,23978.912,14150.336
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.3,0.5,0.4065,0.8549,0.4367,18772.24,36751.04,16048.084
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.3,0.5,0.4943,0.6933,0.6327,19517.53,21387.28,13530.834
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.3,0.5,0.4141,0.6335,0.5446,23566.165,27412.8,14928.602
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.3,0.5,0.2722,0.6796,0.3123,7657.095,16661.248,5203.834
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.3,0.5,0.2379,0.6448,0.2737,16973.45,39985.392,10944.895
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.3,0.5,0.3914,0.5051,0.6348,20025.24,15933.872,10115.145
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.3,0.5,0.4785,0.7535,0.5674,12262.635,16285.488,9239.581
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.3,0.5,0.2971,0.6075,0.3677,12247.715,20234.96,7440.448
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.3,0.5,0.4558,0.656,0.5989,25189.83,27590.24,16525.107
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.3,0.5,0.4076,0.5923,0.5665,19957.215,20865.184,11820.536
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5193,0.3,0.5,0.6614,0.7609,0.8349,31351.715,28572.384,23856.406
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5605,0.3,0.5,0.4363,0.6039,0.6111,26666.155,26351.632,16104.153
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6483,0.3,0.5,0.5856,0.7968,0.6883,21340.08,24703.328,17004.287
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6499,0.3,0.5,0.4365,0.7783,0.4985,14515.99,22666.16,11298.152
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6586,0.3,0.5,0.4328,0.5972,0.6113,23332.26,22793.456,13932.925
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7362,0.3,0.5,0.3646,0.8318,0.3936,15042.115,31789.728,12512.65
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7377,0.3,0.5,0.4807,0.6613,0.6377,20982.975,21759.088,13876.45
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7549,0.3,0.5,0.5093,0.7442,0.6173,14306.015,17245.712,10646.438
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7870,0.3,0.5,0.3526,0.5835,0.4712,24704.575,30596.272,14415.733
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8020,0.3,0.5,0.473,0.7353,0.57,21753.495,28063.664,15996.313
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8510,0.3,0.5,0.5781,0.7573,0.7095,28465.94,30380.48,21555.97
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8594,0.3,0.5,0.5546,0.8892,0.5957,18087.66,26997.376,16083.359
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8655,0.3,0.5,0.4977,0.8552,0.5434,20352.05,32028.24,17405.344
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9039,0.3,0.5,0.4248,0.5756,0.6185,14429.685,13430.528,8306.288
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9241,0.3,0.5,0.3483,0.6886,0.4134,22343.615,37213.68,15384.809
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9998,0.3,0.5,0.5263,0.7236,0.6588,24457.51,26862.064,17696.777
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0109,0.3,0.6,0.5228,0.8218,0.5896,10828.765,15093.632,8899.416
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0113,0.3,0.6,0.4083,0.8263,0.4466,12031.235,22259.696,9941.437
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0414,0.3,0.6,0.467,0.7062,0.5796,20659.005,25173.04,14589.555
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0563,0.3,0.6,0.4018,0.6017,0.5474,19608.725,21553.152,11798.238
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1196,0.3,0.6,0.4127,0.8303,0.4507,15307.57,28201.728,12710.051
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1306,0.3,0.6,0.345,0.5808,0.4594,15895.715,20096.912,9231.719
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1328,0.3,0.6,0.4842,0.6388,0.6667,23812.615,22819.472,15212.668
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1405,0.3,0.6,0.4086,0.6443,0.5276,21645.045,26433.232,13945.888
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1698,0.3,0.6,0.439,0.8116,0.4888,14345.615,23821.904,11643.445
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1801,0.3,0.6,0.51,0.7668,0.6037,22607.515,28713.552,17334.5
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1862,0.3,0.6,0.3319,0.4966,0.5002,15055.015,14948.528,7476.766
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1931,0.3,0.6,0.2842,0.8012,0.3058,12281.18,32183.984,9840.269
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2101,0.3,0.6,0.4249,0.8542,0.4581,13326.72,24849.472,11383.999
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2231,0.3,0.6,0.4476,0.7236,0.5399,26086.045,34960.608,18876.431
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2470,0.3,0.6,0.2828,0.5794,0.3559,9878.84,16082.496,5723.617
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2471,0.3,0.6,0.2905,0.749,0.3218,16477.155,38350.192,12341.104
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2852,0.3,0.6,0.4519,0.7658,0.5243,19290.315,28174.912,14772.879
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.3,0.6,0.271,0.7722,0.2945,11900.87,31199.488,9189.418
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.3,0.6,0.4486,0.7625,0.5215,21417.84,31313.136,16330.214
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.3,0.6,0.3853,0.8369,0.4166,14025.06,28177.984,11737.873
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.3,0.6,0.2924,0.8738,0.3053,15099.37,43222.64,13194.185
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.3,0.6,0.5335,0.7851,0.6248,22981.63,28877.776,18042.494
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.3,0.6,0.2587,0.8294,0.2733,4755.845,14434.224,3944.671
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.3,0.6,0.4886,0.7286,0.5973,22442.255,27375.84,16350.882
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.3,0.6,0.3382,0.6381,0.4185,11107.7,16934.368,7087.304
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.3,0.6,0.4824,0.8492,0.5276,14896.42,23978.912,12650.591
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.3,0.6,0.3762,0.8757,0.3975,16679.755,36751.04,14607.03
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.3,0.6,0.4539,0.7302,0.5454,15975.36,21387.28,11665.165
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.3,0.6,0.3797,0.6701,0.467,19103.645,27412.8,12801.764
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.3,0.6,0.2265,0.7202,0.2483,5743.685,16661.248,4136.843
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.3,0.6,0.2157,0.6802,0.24,14109.625,39985.392,9597.335
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.3,0.6,0.378,0.536,0.5617,16697.99,15933.872,8950.72
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.3,0.6,0.4512,0.7959,0.5103,10442.36,16285.488,8310.704
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.3,0.6,0.2728,0.6653,0.3161,9615.515,20234.96,6397.249
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.3,0.6,0.4233,0.6951,0.5198,20632.85,27590.24,14342.049
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.3,0.6,0.3809,0.6241,0.4943,16528.495,20865.184,10314.676
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5193,0.3,0.6,0.6268,0.7906,0.7516,27160.325,28572.384,21473.878
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5605,0.3,0.6,0.4199,0.6383,0.551,22747.315,26351.632,14519.398
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6483,0.3,0.6,0.537,0.8231,0.607,18217.875,24703.328,14995.05
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6499,0.3,0.6,0.4163,0.8214,0.4577,12630.425,22666.16,10374.161
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6586,0.3,0.6,0.403,0.6259,0.531,19336.085,22793.456,12102.376
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7362,0.3,0.6,0.3269,0.8634,0.3447,12692.475,31789.728,10958.838
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7377,0.3,0.6,0.4502,0.6885,0.5653,17866.635,21759.088,12301.412
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7549,0.3,0.6,0.4874,0.7894,0.5602,12238.245,17245.712,9660.965
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7870,0.3,0.6,0.3296,0.6193,0.4134,20426.26,30596.272,12649.421
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8020,0.3,0.6,0.4388,0.7607,0.5091,18780.71,28063.664,14285.855
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8510,0.3,0.6,0.5213,0.7844,0.6085,23566.58,30380.48,18486.044
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8594,0.3,0.6,0.5014,0.9087,0.528,15687.545,26997.376,14255.316
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8655,0.3,0.6,0.4546,0.8767,0.4856,17740.68,32028.24,15553.603
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9039,0.3,0.6,0.4025,0.6135,0.5393,11806.25,13430.528,7243.143
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9241,0.3,0.6,0.3149,0.7043,0.3628,19170.675,37213.68,13502.662
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9998,0.3,0.6,0.4716,0.7454,0.5621,20256.1,26862.064,15098.85
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0109,0.3,0.7,0.4927,0.8621,0.5348,9363.835,15093.632,8072.372
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0113,0.3,0.7,0.362,0.8674,0.3832,9834.575,22259.696,8530.578
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0414,0.3,0.7,0.4274,0.7471,0.4996,16835.89,25173.04,12577.706
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0563,0.3,0.7,0.3671,0.6487,0.4581,15221.38,21553.152,9874.535
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1196,0.3,0.7,0.3468,0.8565,0.3681,12122.0,28201.728,10382.423
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1306,0.3,0.7,0.3017,0.6379,0.3641,11469.835,20096.912,7316.286
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1328,0.3,0.7,0.4535,0.6772,0.5786,19496.68,22819.472,13202.529
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1405,0.3,0.7,0.3732,0.6803,0.4525,17583.75,26433.232,11962.059
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1698,0.3,0.7,0.399,0.8532,0.4284,11960.88,23821.904,10204.993
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1801,0.3,0.7,0.4425,0.8016,0.4969,17798.875,28713.552,14267.393
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1862,0.3,0.7,0.3044,0.5372,0.4126,11480.99,14948.528,6167.031
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1931,0.3,0.7,0.2636,0.8416,0.2773,10605.735,32183.984,8925.877
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2101,0.3,0.7,0.3744,0.8812,0.3943,11120.45,24849.472,9798.908
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2231,0.3,0.7,0.4096,0.7575,0.4715,21758.17,34960.608,16482.634
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2470,0.3,0.7,0.2423,0.6299,0.2825,7211.25,16082.496,4542.669
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2471,0.3,0.7,0.2423,0.7692,0.2612,13024.585,38350.192,10018.987
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2852,0.3,0.7,0.4016,0.8024,0.4457,15649.405,28174.912,12557.565
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.3,0.7,0.2362,0.831,0.2481,9315.46,31199.488,7740.894
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.3,0.7,0.3822,0.7962,0.4237,16662.44,31313.136,13265.846
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.3,0.7,0.3298,0.8688,0.3471,11259.54,28177.984,9781.814
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.3,0.7,0.2534,0.8975,0.261,12567.43,43222.64,11279.662
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.3,0.7,0.4792,0.8238,0.534,18717.315,28877.776,15419.762
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.3,0.7,0.2229,0.8733,0.2303,3807.455,14434.224,3324.877
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.3,0.7,0.4249,0.7622,0.4899,17595.595,27375.84,13411.077
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.3,0.7,0.2841,0.6674,0.3309,8396.845,16934.368,5604.049
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.3,0.7,0.4284,0.8832,0.4542,12331.71,23978.912,10890.832
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.3,0.7,0.3378,0.8973,0.3514,14391.655,36751.04,12913.88
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.3,0.7,0.3945,0.7735,0.4461,12332.75,21387.28,9539.815
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.3,0.7,0.3316,0.7125,0.3829,14730.58,27412.8,10495.566
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.3,0.7,0.1799,0.758,0.1909,4194.92,16661.248,3179.922
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.3,0.7,0.1884,0.7358,0.2021,10981.725,39985.392,8080.444
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.3,0.7,0.3583,0.5947,0.4741,12702.155,15933.872,7554.333
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.3,0.7,0.4097,0.839,0.4447,8632.275,16285.488,7242.116
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.3,0.7,0.2413,0.7354,0.2642,7270.81,20234.96,5346.682
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.3,0.7,0.3759,0.7453,0.4313,15966.675,27590.24,11900.136
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.3,0.7,0.3484,0.6798,0.4168,12793.025,20865.184,8696.184
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5193,0.3,0.7,0.5695,0.8244,0.6481,22460.84,28572.384,18516.819
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5605,0.3,0.7,0.3949,0.6914,0.4794,18272.175,26351.632,12632.875
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6483,0.3,0.7,0.4729,0.8532,0.5148,14904.28,24703.328,12716.087
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6499,0.3,0.7,0.3825,0.8616,0.4076,10721.855,22666.16,9237.607
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6586,0.3,0.7,0.3607,0.6632,0.4415,15174.915,22793.456,10064.247
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7362,0.3,0.7,0.2806,0.8937,0.2902,10324.36,31789.728,9226.946
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7377,0.3,0.7,0.4057,0.7252,0.4794,14384.6,21759.088,10432.238
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7549,0.3,0.7,0.4519,0.8379,0.4952,10191.045,17245.712,8539.257
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7870,0.3,0.7,0.2992,0.6647,0.3524,16222.37,30596.272,10782.885
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8020,0.3,0.7,0.3925,0.7898,0.4383,15572.085,28063.664,12299.506
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8510,0.3,0.7,0.4488,0.814,0.5001,18665.795,30380.48,15193.559
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8594,0.3,0.7,0.4337,0.9277,0.4489,13064.15,26997.376,12119.65
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8655,0.3,0.7,0.4047,0.8993,0.424,15098.58,32028.24,13578.626
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9039,0.3,0.7,0.3757,0.6757,0.4583,9109.69,13430.528,6155.245
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9241,0.3,0.7,0.2609,0.7312,0.2886,14688.365,37213.68,10739.826
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9998,0.3,0.7,0.4066,0.7747,0.4611,15989.84,26862.064,12386.588
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0109,0.3,0.8,0.4367,0.9042,0.4579,7643.735,15093.632,6911.112
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0113,0.3,0.8,0.2988,0.9103,0.3079,7529.23,22259.696,6853.999
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0414,0.3,0.8,0.3673,0.8058,0.4029,12587.23,25173.04,10143.067
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0563,0.3,0.8,0.3067,0.7129,0.3499,10577.57,21553.152,7540.98
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1196,0.3,0.8,0.2724,0.8951,0.2814,8865.535,28201.728,7935.415
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1306,0.3,0.8,0.2391,0.725,0.263,7289.7,20096.912,5285.272
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1328,0.3,0.8,0.3975,0.7262,0.4676,14694.37,22819.472,10670.709
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1405,0.3,0.8,0.3184,0.7363,0.3594,12903.78,26433.232,9500.914
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1698,0.3,0.8,0.3398,0.8946,0.3539,9424.265,23821.904,8431.135
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1801,0.3,0.8,0.3479,0.8419,0.3722,12693.045,28713.552,10686.251
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1862,0.3,0.8,0.2573,0.6165,0.3063,7428.475,14948.528,4579.345
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1931,0.3,0.8,0.2342,0.886,0.2415,8771.915,32183.984,7772.113
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2101,0.3,0.8,0.3072,0.9104,0.3168,8646.81,24849.472,7872.268
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2231,0.3,0.8,0.3558,0.805,0.3893,16907.66,34960.608,13610.932
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2470,0.3,0.8,0.19,0.7284,0.2045,4515.665,16082.496,3289.367
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2471,0.3,0.8,0.1799,0.8196,0.1874,8766.525,38350.192,7185.426
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2852,0.3,0.8,0.3303,0.8512,0.3505,11600.945,28174.912,9874.953
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.3,0.8,0.1893,0.8936,0.1936,6760.44,31199.488,6041.148
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.3,0.8,0.2952,0.8437,0.3122,11589.025,31313.136,9777.096
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.3,0.8,0.2568,0.9111,0.2634,8144.61,28177.984,7420.788
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.3,0.8,0.2024,0.9234,0.2059,9637.37,43222.64,8899.461
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.3,0.8,0.4021,0.8728,0.4271,14130.72,28877.776,12333.651
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.3,0.8,0.1775,0.9193,0.1803,2831.14,14434.224,2602.739
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.3,0.8,0.337,0.813,0.3653,12302.535,27375.84,10001.701
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.3,0.8,0.2259,0.7182,0.2479,5844.955,16934.368,4198.077
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.3,0.8,0.3484,0.917,0.3597,9405.895,23978.912,8625.259
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.3,0.8,0.282,0.9206,0.289,11539.305,36751.04,10622.598
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.3,0.8,0.3055,0.8847,0.3181,7690.22,21387.28,6803.871
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.3,0.8,0.2651,0.7793,0.2866,10080.31,27412.8,7855.523
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.3,0.8,0.1348,0.8192,0.1389,2824.85,16661.248,2314.014
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.3,0.8,0.1506,0.8154,0.1559,7644.96,39985.392,6233.842
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.3,0.8,0.3217,0.7129,0.3696,8261.47,15933.872,5889.197
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.3,0.8,0.3479,0.8865,0.3641,6688.73,16285.488,5929.617
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.3,0.8,0.1959,0.8209,0.2047,5044.955,20234.96,4141.545
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.3,0.8,0.3017,0.8128,0.3242,11005.075,27590.24,8944.44
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.3,0.8,0.2943,0.7538,0.3256,9011.735,20865.184,6793.489
