uid,vad_threshold,vtc_threshold,iou,precision,recall,vtc_dur,vad_dur,tp
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.5,0.6,0.4501,0.5267,0.7558,11900.87,8294.608,6268.686
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.5,0.6,0.4144,0.5342,0.6488,21417.84,17635.36,11442.257
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.5,0.6,0.4513,0.5885,0.6594,14025.06,12517.808,8253.619
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.5,0.6,0.4831,0.6548,0.6482,15099.37,15253.28,9886.842
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.5,0.6,0.4845,0.5641,0.7744,22981.63,16740.896,12963.639
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.5,0.6,0.2873,0.6195,0.3488,4755.845,8446.016,2946.049
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.5,0.6,0.4128,0.5114,0.6816,22442.255,16836.64,11476.668
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.5,0.6,0.2693,0.3692,0.4988,11107.7,8222.032,4101.421
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.5,0.6,0.5222,0.6119,0.7808,14896.42,11674.832,9115.176
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.5,0.6,0.5603,0.6597,0.788,16679.755,13964.24,11003.884
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.5,0.6,0.3931,0.5021,0.6444,15975.36,12448.208,8021.169
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.5,0.6,0.3467,0.3992,0.7249,19103.645,10519.872,7626.223
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.5,0.6,0.2148,0.4399,0.2957,5743.685,8545.264,2526.899
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.5,0.6,0.3814,0.4609,0.6886,14109.625,9443.968,6503.292
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.5,0.6,0.3049,0.3372,0.7608,16697.99,7401.616,5630.978
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.5,0.6,0.4681,0.5783,0.7106,10442.36,8498.304,6038.745
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.5,0.6,0.3529,0.4301,0.6626,9615.515,6242.16,4136.104
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.5,0.6,0.3782,0.4503,0.7027,20632.85,13222.64,9291.123
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.5,0.6,0.3345,0.4065,0.6536,16528.495,10280.048,6719.462
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5193,0.5,0.6,0.5393,0.6051,0.8321,27160.325,19751.232,16434.842
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5605,0.5,0.6,0.3831,0.412,0.8456,22747.315,11082.432,9370.942
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6483,0.5,0.6,0.4874,0.5919,0.7341,18217.875,14687.856,10782.904
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6499,0.5,0.6,0.5108,0.5966,0.7803,12630.425,9657.856,7535.878
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6586,0.5,0.6,0.314,0.3682,0.681,19336.085,10453.296,7119.122
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7362,0.5,0.6,0.3526,0.6219,0.4488,12692.475,17585.712,7893.166
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7377,0.5,0.6,0.3973,0.4587,0.7479,17866.635,10956.944,8194.933
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7549,0.5,0.6,0.4964,0.5646,0.8044,12238.245,8589.392,6909.37
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7870,0.5,0.6,0.3447,0.4077,0.6905,20426.26,12059.808,8327.157
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8020,0.5,0.6,0.4264,0.55,0.6549,18780.71,15773.12,10329.731
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8510,0.5,0.6,0.4682,0.5933,0.6894,23566.58,20281.424,13982.569
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8594,0.5,0.6,0.5535,0.6793,0.7494,15687.545,14220.864,10656.588
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8655,0.5,0.6,0.4875,0.6599,0.6511,17740.68,17981.728,11707.046
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9039,0.5,0.6,0.3368,0.3937,0.7,11806.25,6639.792,4647.8
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9241,0.5,0.6,0.2896,0.3156,0.7785,19170.675,7771.376,6049.988
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9998,0.5,0.6,0.4278,0.5487,0.66,20256.1,16839.232,11114.501
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0109,0.5,0.7,0.5833,0.6835,0.7991,9363.835,8008.992,6400.35
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0113,0.5,0.7,0.4602,0.6311,0.6294,9834.575,9861.344,6206.951
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0414,0.5,0.7,0.427,0.5524,0.6529,16835.89,14242.688,9299.316
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0563,0.5,0.7,0.3597,0.4292,0.6894,15221.38,9476.896,6533.136
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1196,0.5,0.7,0.3464,0.612,0.4439,12122.0,16714.864,7419.128
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1306,0.5,0.7,0.2968,0.3719,0.5951,11469.835,7168.4,4265.66
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1328,0.5,0.7,0.4048,0.469,0.7472,19496.68,12237.44,9143.656
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1405,0.5,0.7,0.3702,0.4528,0.6701,17583.75,11881.44,7961.331
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1698,0.5,0.7,0.4464,0.6428,0.5936,11960.88,12951.232,7688.399
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1801,0.5,0.7,0.4443,0.5722,0.6654,17798.875,15305.568,10184.283
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1862,0.5,0.7,0.2671,0.3184,0.6234,11480.99,5863.904,3655.737
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1931,0.5,0.7,0.5462,0.6262,0.8106,10605.735,8192.944,6640.909
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2101,0.5,0.7,0.4218,0.672,0.531,11120.45,14072.88,7473.397
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2231,0.5,0.7,0.406,0.5229,0.6448,21758.17,17644.064,11377.28
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2470,0.5,0.7,0.2764,0.3752,0.5119,7211.25,5285.824,2705.887
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2471,0.5,0.7,0.368,0.5596,0.518,13024.585,14070.4,7289.096
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2852,0.5,0.7,0.433,0.5727,0.6397,15649.405,14011.792,8962.727
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.5,0.7,0.4785,0.6118,0.6871,9315.46,8294.608,5699.205
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.5,0.7,0.3972,0.5852,0.5529,16662.44,17635.36,9750.196
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.5,0.7,0.4346,0.6397,0.5754,11259.54,12517.808,7203.284
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.5,0.7,0.4616,0.6991,0.576,12567.43,15253.28,8786.004
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.5,0.7,0.4846,0.6184,0.6914,18717.315,16740.896,11574.987
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.5,0.7,0.2721,0.6883,0.3103,3807.455,8446.016,2620.679
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.5,0.7,0.3988,0.5579,0.5831,17595.595,16836.64,9817.309
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.5,0.7,0.2627,0.4118,0.4205,8396.845,8222.032,3457.509
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.5,0.7,0.5202,0.6662,0.7037,12331.71,11674.832,8215.115
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.5,0.7,0.5456,0.6955,0.7168,14391.655,13964.24,10009.322
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.5,0.7,0.3846,0.5581,0.553,12332.75,12448.208,6883.488
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.5,0.7,0.3641,0.4576,0.6407,14730.58,10519.872,6740.218
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.5,0.7,0.1959,0.4974,0.2442,4194.92,8545.264,2086.662
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.5,0.7,0.4021,0.5334,0.6203,10981.725,9443.968,5857.691
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.5,0.7,0.3452,0.4061,0.697,12702.155,7401.616,5158.67
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.5,0.7,0.4753,0.6393,0.6494,8632.275,8498.304,5518.769
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.5,0.7,0.378,0.5098,0.5938,7270.81,6242.16,3706.544
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.5,0.7,0.3889,0.5119,0.6181,15966.675,13222.64,8172.989
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.5,0.7,0.3542,0.4718,0.5871,12793.025,10280.048,6035.261
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5193,0.5,0.7,0.5368,0.6565,0.7465,22460.84,19751.232,14744.629
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5605,0.5,0.7,0.4207,0.4757,0.7843,18272.175,11082.432,8692.478
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6483,0.5,0.7,0.4778,0.6419,0.6514,14904.28,14687.856,9567.608
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6499,0.5,0.7,0.5268,0.6558,0.7281,10721.855,9657.856,7031.653
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6586,0.5,0.7,0.3248,0.4141,0.6011,15174.915,10453.296,6283.641
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7362,0.5,0.7,0.3303,0.6712,0.394,10324.36,17585.712,6929.221
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7377,0.5,0.7,0.4049,0.5077,0.6665,14384.6,10956.944,7303.247
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7549,0.5,0.7,0.519,0.6297,0.7471,10191.045,8589.392,6416.998
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7870,0.5,0.7,0.3649,0.4661,0.627,16222.37,12059.808,7561.787
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8020,0.5,0.7,0.423,0.5984,0.5908,15572.085,15773.12,9318.154
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8510,0.5,0.7,0.4389,0.6364,0.5857,18665.795,20281.424,11879.572
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8594,0.5,0.7,0.5297,0.7232,0.6644,13064.15,14220.864,9447.654
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8655,0.5,0.7,0.4725,0.7031,0.5903,15098.58,17981.728,10615.334
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9039,0.5,0.7,0.3707,0.4676,0.6415,9109.69,6639.792,4259.406
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9241,0.5,0.7,0.3133,0.3648,0.6894,14688.365,7771.376,5357.858
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9998,0.5,0.7,0.4065,0.5934,0.5635,15989.84,16839.232,9488.481
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0109,0.5,0.8,0.5802,0.7519,0.7176,7643.735,8008.992,5747.488
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0113,0.5,0.8,0.4397,0.7054,0.5386,7529.23,9861.344,5310.902
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0414,0.5,0.8,0.4212,0.6317,0.5583,12587.23,14242.688,7951.516
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0563,0.5,0.8,0.3746,0.5167,0.5767,10577.57,9476.896,5465.203
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1196,0.5,0.8,0.3088,0.6808,0.3611,8865.535,16714.864,6035.742
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1306,0.5,0.8,0.3191,0.4798,0.488,7289.7,7168.4,3497.835
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1328,0.5,0.8,0.4123,0.5351,0.6425,14694.37,12237.44,7862.686
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1405,0.5,0.8,0.3815,0.5304,0.5761,12903.78,11881.44,6844.729
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1698,0.5,0.8,0.428,0.7116,0.5178,9424.265,12951.232,6706.002
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1801,0.5,0.8,0.407,0.6381,0.5292,12693.045,15305.568,8098.976
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1862,0.5,0.8,0.2939,0.4064,0.5149,7428.475,5863.904,3019.204
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1931,0.5,0.8,0.5595,0.6939,0.7429,8771.915,8192.944,6086.679
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2101,0.5,0.8,0.3842,0.7294,0.4481,8646.81,14072.88,6306.593
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2231,0.5,0.8,0.4062,0.5903,0.5657,16907.66,17644.064,9981.047
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2470,0.5,0.8,0.2899,0.4878,0.4167,4515.665,5285.824,2202.717
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2471,0.5,0.8,0.3232,0.6363,0.3965,8766.525,14070.4,5578.483
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2852,0.5,0.8,0.4161,0.6487,0.5371,11600.945,14011.792,7525.937
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.5,0.8,0.4736,0.7157,0.5833,6760.44,8294.608,4838.595
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.5,0.8,0.3542,0.6595,0.4334,11589.025,17635.36,7643.047
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.5,0.8,0.3923,0.7148,0.4651,8144.61,12517.808,5821.784
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.5,0.8,0.4122,0.7538,0.4763,9637.37,15253.28,7264.734
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.5,0.8,0.4629,0.6913,0.5835,14130.72,16740.896,9768.355
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.5,0.8,0.2388,0.7678,0.2574,2831.14,8446.016,2173.747
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.5,0.8,0.362,0.6295,0.46,12302.535,16836.64,7744.804
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.5,0.8,0.2491,0.48,0.3412,5844.955,8222.032,2805.671
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.5,0.8,0.4858,0.7328,0.5904,9405.895,11674.832,6892.83
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.5,0.8,0.503,0.7397,0.6112,11539.305,13964.24,8535.068
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.5,0.8,0.3673,0.7035,0.4346,7690.22,12448.208,5410.282
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.5,0.8,0.3694,0.5513,0.5282,10080.31,10519.872,5556.886
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.5,0.8,0.1715,0.5893,0.1948,2824.85,8545.264,1664.803
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.5,0.8,0.3994,0.638,0.5165,7644.96,9443.968,4877.419
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4550,0.5,0.8,0.3972,0.539,0.6016,8261.47,7401.616,4452.82
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4714,0.5,0.8,0.4572,0.7123,0.5607,6688.73,8498.304,4764.639
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4889,0.5,0.8,0.3789,0.6147,0.4968,5044.955,6242.16,3101.324
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5074,0.5,0.8,0.3767,0.6024,0.5014,11005.075,13222.64,6629.777
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5162,0.5,0.8,0.3563,0.5624,0.493,9011.735,10280.048,5067.9
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5193,0.5,0.8,0.5034,0.7229,0.6238,17044.035,19751.232,12321.179
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_5_5605,0.5,0.8,0.4602,0.5749,0.6975,13446.285,11082.432,7730.456
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6483,0.5,0.8,0.4444,0.7136,0.5409,11133.78,14687.856,7944.594
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6499,0.5,0.8,0.5213,0.7265,0.6486,8622.1,9657.856,6264.23
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_6_6586,0.5,0.8,0.3285,0.4949,0.4942,10439.365,10453.296,5166.007
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7362,0.5,0.8,0.2844,0.7318,0.3175,7630.825,17585.712,5584.09
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7377,0.5,0.8,0.4001,0.5906,0.5537,10273.925,10956.944,6067.298
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7549,0.5,0.8,0.5171,0.7111,0.6547,7908.235,8589.392,5623.299
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_7_7870,0.5,0.8,0.3712,0.5424,0.5404,12014.43,12059.808,6517.207
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8020,0.5,0.8,0.4,0.6689,0.4987,11759.83,15773.12,7866.46
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8510,0.5,0.8,0.3827,0.6996,0.458,13275.435,20281.424,9288.031
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8594,0.5,0.8,0.4671,0.7765,0.5397,9883.555,14220.864,7674.693
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_8_8655,0.5,0.8,0.4395,0.7575,0.5115,12142.23,17981.728,9197.732
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9039,0.5,0.8,0.3976,0.5794,0.5588,6403.485,6639.792,3710.396
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9241,0.5,0.8,0.4417,0.6702,0.5644,6545.325,7771.376,4386.494
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_9_9998,0.5,0.8,0.357,0.6542,0.44,11326.465,16839.232,7409.442
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0109,0.5,0.9,0.4809,0.8359,0.531,5087.79,8008.992,4252.709
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0113,0.5,0.9,0.3434,0.803,0.375,4605.35,9861.344,3698.127
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0414,0.5,0.9,0.3522,0.7806,0.3909,7133.275,14242.688,5567.903
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_0_0563,0.5,0.9,0.2762,0.7101,0.3113,4154.315,9476.896,2950.067
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1196,0.5,0.9,0.2386,0.7823,0.2556,5460.915,16714.864,4272.101
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1306,0.5,0.9,0.2587,0.6843,0.2938,3077.68,7168.4,2106.112
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1328,0.5,0.9,0.3558,0.6774,0.4285,7740.355,12237.44,5243.274
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1405,0.5,0.9,0.3325,0.6866,0.392,6783.685,11881.44,4658.0
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1698,0.5,0.9,0.3509,0.8098,0.3824,6115.56,12951.232,4952.221
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1801,0.5,0.9,0.2772,0.7496,0.3055,6236.68,15305.568,4675.198
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1862,0.5,0.9,0.2646,0.6265,0.3142,2940.825,5863.904,1842.345
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_1_1931,0.5,0.9,0.5195,0.792,0.6015,6222.02,8192.944,4928.103
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2101,0.5,0.9,0.2787,0.8112,0.298,5169.84,14072.88,4193.653
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2231,0.5,0.9,0.3705,0.7172,0.4339,10673.54,17644.064,7655.578
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2470,0.5,0.9,0.2374,0.6896,0.2658,2037.555,5285.824,1405.056
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2471,0.5,0.9,0.2164,0.7869,0.2298,4109.75,14070.4,3233.794
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2852,0.5,0.9,0.3176,0.768,0.3513,6409.215,14011.792,4922.556
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_2_2941,0.5,0.9,0.3546,0.8289,0.3826,3828.46,8294.608,3173.329
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3024,0.5,0.9,0.2465,0.7908,0.2637,5880.69,17635.36,4650.597
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3108,0.5,0.9,0.2635,0.8268,0.2789,4222.28,12517.808,3490.841
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3340,0.5,0.9,0.2766,0.8298,0.2932,5389.79,15253.28,4472.418
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3702,0.5,0.9,0.3692,0.8009,0.4065,8495.625,16740.896,6804.448
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3778,0.5,0.9,0.16,0.8583,0.1644,1617.555,8446.016,1388.371
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_3_3895,0.5,0.9,0.2541,0.7468,0.2781,6269.26,16836.64,4682.009
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4073,0.5,0.9,0.2097,0.6386,0.2379,3063.25,8222.032,1956.127
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4078,0.5,0.9,0.349,0.8187,0.3782,5393.395,11674.832,4415.571
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4172,0.5,0.9,0.3887,0.8074,0.4284,7408.435,13964.24,5981.766
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4182,0.5,0.9,0.2511,0.8371,0.264,3925.295,12448.208,3285.901
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4330,0.5,0.9,0.2765,0.7092,0.3118,4625.145,10519.872,3280.099
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4520,0.5,0.9,0.1262,0.7538,0.1316,1491.665,8545.264,1124.467
webdav_ACLEW_data_03-raw_data_01-raw_data_whole_corpora_Bergelson_4_4524,0.5,0.9,0.2886,0.7815,0.3139,3793.27,9443.968,2964.369
